ID_Cliente,Demografia_Regiao,Plano_Assinatura,Tempo_Visualizacao_Mensal_Horas,Interacoes_Suporte_Mensal,Media_Avaliacoes_Filmes,Status_Retencao,Data_Ultimo_Login
CLI_10770,Nordeste,Básico,57.4,1,4.7,Retido,N/A
CLI_10771,Sudeste,Básico,33.8,1,3.1,Churn,2025-06-04
CLI_10772,Centro-Oeste,Premium,77.7,0,3.8,Retido,N/A
CLI_10773,Sudeste,Premium,135.1,1,5.0,Retido,N/A
CLI_10774,Sudeste,Básico,37.5,0,4.6,Retido,N/A
CLI_10775,Sudeste,Premium,87.7,2,3.6,Retido,N/A
CLI_10776,Norte,Básico,77.9,0,4.6,Retido,N/A
CLI_10777,Sul,Premium,91.4,0,4.1,Retido,N/A
CLI_10778,Norte,Padrão,118.3,0,4.6,Retido,N/A
CLI_10779,Sudeste,Padrão,111.3,0,4.3,Retido,N/A
CLI_10780,Nordeste,Básico,35.9,2,2.1,Churn,2025-05-02
CLI_10781,Sudeste,Premium,43.1,0,4.9,Retido,N/A
CLI_10782,Nordeste,Básico,8.8,3,3.3,Churn,2025-04-24
CLI_10783,Sudeste,Padrão,98.7,1,4.3,Retido,N/A
CLI_10784,Centro-Oeste,Premium,136.3,0,3.6,Retido,N/A
CLI_10785,Centro-Oeste,Padrão,87.7,1,4.7,Retido,N/A
CLI_10786,Sudeste,Padrão,75.8,2,4.0,Retido,N/A
CLI_10787,Sudeste,Padrão,46.9,2,1.6,Churn,2025-06-19
CLI_10788,Nordeste,Premium,145.6,0,4.3,Retido,N/A
CLI_10789,Centro-Oeste,Premium,77.7,0,3.7,Retido,N/A
CLI_10790,Sudeste,Padrão,48.6,0,4.3,Retido,N/A
CLI_10791,Sudeste,Premium,123.8,0,4.5,Retido,N/A
CLI_10792,Sudeste,Premium,90.6,0,4.3,Retido,N/A
CLI_10793,Sul,Padrão,18.2,1,1.8,Churn,2025-09-18
CLI_10794,Sul,Padrão,94.4,0,4.0,Retido,N/A
CLI_10795,Sul,PADRÃO,59.3,1,3.6,Retido,N/A
CLI_10796,Sudeste,Básico,42.2,0,5.0,Retido,N/A
CLI_10797,Sul,Padrão,53.5,0,4.3,Retido,N/A
CLI_10798,Sudeste,Padrão,74.7,0,4.1,Retido,N/A
CLI_10799,Sudeste,Padrão,12.9,3,3.0,Churn,2025-07-03
CLI_10800,Sudeste,Premium,114.6,0,4.7,Retido,N/A
CLI_10801,Sudeste,Premium,76.0,0,3.8,Retido,N/A
CLI_10802,Nordeste,Premium,135.2,2,4.2,Retido,N/A
CLI_10803,Sudeste,Básico,13.5,2,3.3,Churn,2025-05-05
CLI_10804,Nordeste,Padrão,134.1,1,3.6,Retido,N/A
CLI_10805,Nordeste,Premium,83.3,2,3.5,Retido,N/A
CLI_10806,Sudeste,Básico,83.7,1,4.3,Retido,N/A
CLI_10807,Centro-Oeste,Padrão,19.5,1,2.9,Churn,2025-09-03
CLI_10808,Sudeste,PADRÃO,38.1,0,4.5,Retido,N/A
CLI_10809,Sul,Básico,49.9,0,3.5,Retido,N/A
CLI_10810,Sul,Premium,89.1,1,4.0,Retido,N/A
CLI_10811,Sudeste,Premium,12.0,3,1.6,Churn,2025-07-13
CLI_10812,Centro-Oeste,Padrão,112.1,0,4.4,Retido,N/A
CLI_10813,Sudeste,Premium,137.4,0,4.0,Retido,N/A
CLI_10814,Sudeste,Padrão,110.1,1,4.1,Retido,N/A
CLI_10815,Sudeste,Padrão,147.2,2,4.6,Retido,N/A
CLI_10816,Nordeste,Premium,115.7,99,4.6,Retido,N/A
CLI_10817,Sudeste,Básico,34.9,1,5.0,Retido,N/A
CLI_10818,Nordeste,Básico,114.5,0,3.5,Retido,N/A
CLI_10819,Sudeste,Padrão,149.0,1,3.7,Retido,N/A
CLI_10820,Sudeste,Básico,,1,4.0,Retido,N/A
CLI_10821,Centro-Oeste,Premium,94.7,1,3.7,Retido,N/A
CLI_10822,Sul,Padrão,66.3,1,4.9,Retido,N/A
CLI_10823,Sudeste,Básico,69.0,0,3.8,Retido,N/A
CLI_10824,Sudeste,Básico,34.0,1,3.2,Churn,2025-08-25
CLI_10825,Sudeste,Padrão,48.3,0,4.8,Retido,N/A
CLI_10826,Sul,Premium,155.2,0,3.8,Retido,N/A
CLI_10827,Sudeste,Básico,137.4,2,3.5,Retido,N/A
CLI_10828,Sudeste,Básico,89.9,0,4.0,Retido,N/A
CLI_10829,Norte,PADRÃO,108.5,0,4.4,Retido,N/A
CLI_10830,Nordeste,Premium,128.7,1,4.2,Retido,N/A
CLI_10831,Norte,Premium,63.2,0,3.9,Retido,N/A
CLI_10832,Nordeste,Básico,36.6,1,3.4,Churn,2025-08-26
CLI_10833,Sul,Básico,32.7,2,2.2,Churn,2025-08-12
CLI_10834,Nordeste,Premium,7.4,1,2.7,Churn,2025-08-07
CLI_10835,Nordeste,Padrão,,1,4.9,Retido,N/A
CLI_10836,Sudeste,Premium,36.3,2,3.0,Churn,2025-07-12
CLI_10837,Nordeste,Premium,122.5,0,4.0,Retido,N/A
CLI_10838,Sudeste,Básico,19.3,3,3.7,Churn,2025-08-01
CLI_10839,Sudeste,Premium,38.7,0,4.0,Retido,N/A
CLI_10840,Norte,Padrão,76.5,0,3.6,Retido,N/A
CLI_10841,Nordeste,Premium,115.5,0,3.7,Retido,N/A
CLI_10842,Sudeste,Padrão,86.5,2,3.7,Retido,N/A
CLI_10843,Sudeste,Básico,61.0,0,4.9,Retido,N/A
CLI_10844,Sudeste,Premium,82.1,0,3.8,Retido,N/A
CLI_10845,Sul,Premium,152.5,1,4.2,Retido,N/A
CLI_10846,Centro-Oeste,Básico,53.6,1,4.0,Retido,N/A
CLI_10847,Centro-Oeste,Padrão,36.1,2,2.7,Churn,2025-06-29
CLI_10848,Nordeste,Premium,35.4,1,3.4,Churn,2025-07-20
CLI_10849,Centro-Oeste,Padrão,5.8,2,2.8,Churn,2025-06-14
CLI_10850,Centro-Oeste,Básico,8.2,2,2.3,Churn,2025-05-28
CLI_10851,Centro-Oeste,Premium,22.6,2,1.9,Churn,2025-05-04
CLI_10852,Sudeste,Básico,72.6,1,4.0,Retido,N/A
CLI_10853,Sudeste,Básico,51.9,1,3.8,Retido,N/A
CLI_10854,Sudeste,Básico,87.9,0,3.7,Retido,N/A
CLI_10855,Centro-Oeste,Padrão,84.3,0,3.8,Retido,N/A
CLI_10856,Centro-Oeste,Padrão,78.6,2,3.8,Retido,N/A
CLI_10857,Centro-Oeste,Padrão,17.3,1,3.9,Churn,2025-07-22
CLI_10858,Sudeste,Padrão,62.8,0,3.8,Retido,N/A
CLI_10859,Norte,Padrão,113.0,2,3.8,Retido,N/A
CLI_10860,Sudeste,Padrão,64.5,2,4.9,Retido,N/A
CLI_10861,Sudeste,Padrão,15.0,3,3.1,Churn,2025-04-23
CLI_10862,Nordeste,Básico,29.7,1,3.8,Churn,2025-05-03
CLI_10863,Sudeste,Básico,21.8,2,3.6,Churn,2025-07-17
CLI_10864,Sudeste,Básico,17.2,1,2.6,Churn,2025-05-08
CLI_10865,Sudeste,Básico,12.2,3,1.8,Churn,2025-08-21
CLI_10866,Centro-Oeste,Básico,59.6,99,3.8,Retido,N/A
CLI_10867,Norte,Básico,72.3,1,4.6,Retido,N/A
CLI_10868,Sudeste,Premium,105.5,1,4.2,Retido,N/A
CLI_10869,Sudeste,Premium,39.6,2,3.7,Retido,N/A
CLI_10870,Sudeste,Premium,145.6,1,4.7,Retido,N/A
CLI_10871,Sudeste,Básico,135.4,0,4.8,Retido,N/A
CLI_10872,Sudeste,Premium,131.9,0,3.7,Retido,N/A
CLI_10873,Sudeste,Padrão,72.2,1,3.9,Retido,N/A
CLI_10874,Nordeste,Premium,112.2,0,4.6,Retido,N/A
CLI_10875,Sul,Padrão,69.7,0,4.5,Retido,N/A
CLI_10876,Sudeste,Padrão,128.4,0,4.2,Retido,N/A
CLI_10877,Centro-Oeste,Premium,137.0,0,4.6,Retido,N/A
CLI_10878,Nordeste,Padrão,57.0,2,4.4,Retido,N/A
CLI_10879,Sudeste,Padrão,70.8,0,4.0,Retido,N/A
CLI_10880,Centro-Oeste,Premium,62.8,0,3.5,Retido,N/A
CLI_10881,Centro-Oeste,Básico,29.1,2,2.7,Churn,2025-08-19
CLI_10882,Sudeste,Básico,147.2,0,3.6,Retido,N/A
CLI_10883,Sul,Premium,155.3,1,4.1,Retido,N/A
CLI_10884,Sudeste,Básico,52.2,3,2.0,Churn,2025-04-25
CLI_10885,Sul,Premium,143.2,0,3.7,Retido,N/A
CLI_10886,Sudeste,Básico,26.7,2,2.6,Churn,N/A
CLI_10887,Sudeste,Padrão,154.7,0,4.9,Retido,N/A
CLI_10888,Centro-Oeste,Padrão,111.1,1,4.3,Retido,N/A
CLI_10889,Sul,Básico,87.4,0,4.7,Retido,N/A
CLI_10890,Sudeste,Básico,28.1,2,1.7,Churn,2025-09-04
CLI_10891,Nordeste,Premium,142.7,2,4.5,Retido,N/A
CLI_10892,Centro-Oeste,Padrão,44.1,2,1.8,Churn,2025-07-04
CLI_10893,Sul,Padrão,106.5,2,4.6,Retido,N/A
CLI_10894,Centro-Oeste,Básico,7.4,1,2.0,Churn,2025-07-12
CLI_10895,Sudeste,Premium,55.5,0,4.6,Retido,N/A
CLI_10896,Sul,Básico,70.4,0,3.9,Retido,N/A
CLI_10897,Nordeste,Premium,139.9,0,4.6,Retido,N/A
CLI_10898,Centro-Oeste,Premium,102.4,2,4.9,Retido,N/A
CLI_10899,Sudeste,Básico,29.2,0,4.1,Retido,N/A
CLI_10900,Sudeste,Premium,116.3,0,4.1,Retido,N/A
CLI_10901,Sul,Premium,41.4,0,4.5,Retido,N/A
CLI_10902,Nordeste,Premium,107.7,1,4.8,Retido,N/A
CLI_10903,Sudeste,Básico,44.3,0,4.2,Retido,N/A
CLI_10904,Centro-Oeste,Padrão,96.5,1,4.0,Retido,N/A
CLI_10905,Sudeste,Padrão,86.2,0,4.0,Retido,N/A
CLI_10906,Sudeste,Premium,76.2,0,4.4,Retido,N/A
CLI_10907,Sudeste,Premium,42.1,2,3.5,Churn,2025-05-02
CLI_10908,Sul,Padrão,27.0,2,2.8,Churn,2025-06-21
CLI_10909,Sudeste,Padrão,22.7,2,2.1,Churn,2025-07-03
CLI_10910,Nordeste,Básico,111.5,0,3.6,Retido,N/A
CLI_10911,Sudeste,Básico,38.9,1,4.8,Retido,N/A
CLI_10912,Sudeste,Premium,35.9,1,1.6,Churn,2025-09-03
CLI_10913,Nordeste,Padrão,23.6,3,3.5,Churn,2025-08-09
CLI_10914,Centro-Oeste,Básico,41.9,2,2.7,Churn,2025-06-11
CLI_10915,Sudeste,Premium,63.9,1,4.5,Retido,N/A
CLI_10916,Centro-Oeste,Padrão,92.5,0,4.3,Retido,N/A
CLI_10917,Sul,Básico,78.9,0,4.0,Retido,N/A
CLI_10918,Sul,Padrão,77.5,1,4.9,Retido,N/A
CLI_10919,Nordeste,Premium,46.0,3,4.0,Churn,2025-07-25
CLI_10920,Centro-Oeste,Básico,61.9,2,4.4,Retido,N/A
CLI_10921,Sul,Premium,102.6,1,4.0,Retido,N/A
CLI_10922,Sudeste,Premium,104.4,1,3.5,Retido,N/A
CLI_10923,Nordeste,Premium,40.3,1,4.0,Churn,2025-05-09
CLI_10924,Sudeste,Básico,57.3,1,3.7,Retido,N/A
CLI_10925,Nordeste,Premium,52.3,0,4.3,Retido,N/A
CLI_10926,Centro-Oeste,Básico,51.4,0,3.7,Retido,N/A
CLI_10927,Sudeste,Padrão,139.1,0,4.8,Retido,N/A
CLI_10928,Sudeste,Padrão,109.0,0,4.5,Retido,N/A
CLI_10929,Sudeste,Padrão,131.3,0,4.2,Retido,N/A
CLI_10930,Sudeste,Padrão,5.9,1,2.8,Churn,2025-06-11
CLI_10931,Sudeste,Básico,148.8,0,3.8,Retido,N/A
CLI_10932,Sudeste,Padrão,30.9,1,2.5,Churn,2025-08-27
CLI_10933,Sudeste,Básico,29.2,1,3.8,Churn,2025-08-15
CLI_10934,Sudeste,Padrão,90.7,0,4.3,Retido,N/A
CLI_10935,Nordeste,Premium,55.8,1,5.0,Retido,N/A
CLI_10936,Centro-Oeste,Premium,111.6,2,4.1,Retido,N/A
CLI_10937,Norte,Premium,77.3,1,4.9,Retido,N/A
CLI_10938,Sul,Básico,111.0,0,4.4,Retido,N/A
CLI_10939,Sudeste,Básico,19.8,2,2.8,Churn,2025-08-21
CLI_10940,Sul,Padrão,71.1,2,3.7,Retido,N/A
CLI_10941,Sudeste,Padrão,56.4,2,5.0,Retido,N/A
CLI_10942,Sudeste,Premium,115.3,0,3.9,Retido,N/A
CLI_10943,Nordeste,Padrão,36.5,1,3.9,Retido,N/A
CLI_10944,Sul,Premium,149.6,1,3.8,Retido,N/A
CLI_10945,Sudeste,Premium,126.7,1,3.9,Retido,N/A
CLI_10946,Centro-Oeste,Padrão,120.3,1,4.4,Retido,N/A
CLI_10947,Sudeste,Premium,152.4,1,4.9,Retido,N/A
CLI_10948,Norte,Padrão,112.7,0,4.9,Retido,N/A
CLI_10949,Nordeste,Premium,15.8,2,2.9,Churn,N/A
CLI_10950,Nordeste,Padrão,49.5,1,3.8,Churn,2025-07-12
CLI_10951,Sudeste,Padrão,36.2,3,3.3,Churn,2025-05-06
CLI_10952,Sudeste,Básico,35.6,1,4.1,Retido,N/A
CLI_10953,Sudeste,Padrão,61.2,0,4.3,Retido,N/A
CLI_10954,Centro-Oeste,Padrão,140.0,1,4.5,Retido,N/A
CLI_10955,Sul,Premium,35.3,0,3.8,Retido,N/A
CLI_10956,Centro-Oeste,Básico,120.8,0,4.6,Retido,N/A
CLI_10957,Sudeste,Padrão,79.9,1,3.9,Retido,N/A
CLI_10958,Centro-Oeste,Básico,84.6,0,4.0,Retido,N/A
CLI_10959,Sudeste,Básico,66.8,1,4.4,Retido,N/A
CLI_10960,Centro-Oeste,Básico,134.9,2,3.6,Retido,N/A
CLI_10961,Centro-Oeste,Premium,124.8,0,3.5,Retido,N/A
CLI_10962,Centro-Oeste,Padrão,63.7,0,3.8,Retido,N/A
CLI_10963,Sudeste,Premium,38.5,0,3.6,Retido,N/A
CLI_10964,Sudeste,Padrão,78.2,0,4.8,Retido,N/A
CLI_10965,Nordeste,Padrão,29.7,2,1.7,Churn,2025-07-02
CLI_10966,Sudeste,Padrão,91.3,2,4.9,Retido,N/A
CLI_10967,Centro-Oeste,Básico,160.1,1,4.9,Retido,N/A
CLI_10968,Centro-Oeste,Premium,103.3,0,4.2,Retido,N/A
CLI_10969,Sudeste,Padrão,51.5,0,4.1,Retido,N/A
CLI_10970,Sul,Básico,27.6,2,3.2,Churn,2025-05-14
CLI_10971,Nordeste,Padrão,,2,2.4,Churn,2025-06-15
CLI_10972,Norte,Básico,26.1,1,3.4,Churn,2025-06-04
CLI_10973,Sudeste,Básico,50.2,1,4.6,Retido,N/A
CLI_10974,Sul,Básico,37.9,2,2.6,Churn,2025-08-15
CLI_10975,Sudeste,Padrão,25.7,3,2.8,Churn,2025-08-08
CLI_10976,Norte,Básico,29.9,0,3.7,Retido,N/A
CLI_10977,Sul,Padrão,98.6,1,3.7,Retido,N/A
CLI_10978,Sul,Premium,103.5,0,3.5,Retido,N/A
CLI_10979,Nordeste,Premium,78.8,1,4.2,Retido,N/A
CLI_10980,Centro-Oeste,Premium,,0,4.0,Retido,N/A
CLI_10981,Sudeste,Básico,56.9,0,4.5,Retido,N/A
CLI_10982,Sudeste,Básico,82.0,0,4.1,Retido,N/A
CLI_10983,Sudeste,Premium,85.6,1,4.0,Retido,N/A
CLI_10984,Nordeste,Premium,113.5,0,4.8,Retido,N/A
CLI_10985,Sudeste,Básico,131.7,1,3.6,Retido,N/A
CLI_10986,Centro-Oeste,Básico,54.8,1,4.9,Retido,N/A
CLI_10987,Norte,Premium,101.5,0,3.5,Retido,N/A
CLI_10988,Centro-Oeste,Premium,148.9,1,4.7,Retido,N/A
CLI_10989,Sudeste,Premium,136.2,0,3.5,Retido,N/A
CLI_10990,Centro-Oeste,Premium,38.9,99,3.2,Churn,N/A
CLI_10991,Sudeste,Padrão,43.6,0,4.9,Retido,N/A
CLI_10992,Sul,Padrão,40.3,1,3.3,Churn,2025-09-08
CLI_10993,Sudeste,Padrão,95.7,0,3.7,Retido,N/A
CLI_10994,Sudeste,Premium,,0,4.8,Retido,N/A
CLI_10995,Sudeste,Premium,94.0,1,4.2,Retido,N/A
CLI_10996,Sudeste,Padrão,56.6,0,4.1,Retido,N/A
CLI_10997,Sul,Básico,138.6,1,4.1,Retido,N/A
CLI_10998,Sudeste,Premium,102.8,0,4.5,Retido,N/A
CLI_10999,Sudeste,Básico,117.2,0,4.9,Retido,N/A
CLI_11000,Sudeste,Básico,49.6,2,4.7,Retido,N/A
CLI_11001,Sul,Premium,116.0,0,4.7,Retido,N/A
CLI_11002,Sul,Premium,106.9,0,4.8,Retido,N/A
CLI_11003,Nordeste,Padrão,132.8,1,4.2,Retido,N/A
CLI_11004,Nordeste,Básico,33.0,1,3.3,Churn,2025-08-12
CLI_11005,Sul,Premium,87.6,0,4.2,Retido,N/A
CLI_11006,Sudeste,Básico,48.5,1,4.7,Retido,N/A
CLI_11007,Sul,Padrão,32.1,99,4.8,Retido,N/A
CLI_11008,Centro-Oeste,Premium,40.7,0,4.8,Retido,N/A
CLI_11009,Sudeste,Padrão,19.8,1,3.1,Churn,2025-06-28
CLI_11010,Sudeste,Premium,45.6,2,2.6,Churn,2025-09-16
CLI_11011,Sul,Premium,122.3,0,4.7,Retido,N/A
CLI_11012,Sul,Padrão,49.5,2,2.8,Churn,2025-08-10
CLI_11013,Sul,Premium,119.1,1,4.9,Retido,N/A
CLI_11014,Nordeste,Básico,70.6,0,4.7,Retido,N/A
CLI_11015,Centro-Oeste,Padrão,37.7,0,3.8,Retido,N/A
CLI_11016,Sudeste,Premium,30.7,1,4.5,Retido,N/A
CLI_11017,Nordeste,Padrão,77.9,0,3.6,Retido,N/A
CLI_11018,Sudeste,Padrão,80.8,2,4.3,Retido,N/A
CLI_11019,Centro-Oeste,Padrão,15.2,2,2.2,Churn,2025-04-27
CLI_11020,Norte,Premium,86.5,0,4.8,Retido,N/A
CLI_11021,Sudeste,Padrão,60.9,1,4.8,Retido,N/A
CLI_11022,Sul,Premium,83.3,1,4.4,Retido,N/A
CLI_11023,Nordeste,Básico,43.3,3,3.7,Churn,2025-07-05
CLI_11024,Sul,PADRÃO,151.8,1,3.6,Retido,N/A
CLI_11025,Sul,Básico,64.6,0,5.0,Retido,N/A
CLI_11026,Sudeste,Básico,116.6,0,3.9,Retido,N/A
CLI_11027,Sudeste,Padrão,8.5,2,2.7,Churn,2025-09-05
CLI_11028,Centro-Oeste,Padrão,10.9,1,3.4,Churn,2025-04-30
CLI_11029,Sul,Básico,75.2,0,4.3,Retido,N/A
CLI_11030,Sul,Premium,130.5,0,3.8,Retido,N/A
CLI_11031,Sul,Básico,103.5,0,5.0,Retido,N/A
CLI_11032,Sul,Padrão,90.4,0,4.8,Retido,N/A
CLI_11033,Sul,Premium,33.5,1,4.1,Retido,N/A
CLI_11034,Sudeste,Premium,39.7,99,3.8,Retido,N/A
CLI_11035,Sudeste,Padrão,133.5,1,3.8,Retido,N/A
CLI_11036,Norte,Premium,,0,4.8,Retido,N/A
CLI_11037,Sudeste,Premium,69.0,0,4.6,Retido,N/A
CLI_11038,Sudeste,Padrão,76.9,0,4.2,Retido,N/A
CLI_11039,Centro-Oeste,Padrão,111.5,1,3.7,Retido,N/A
CLI_11040,Sudeste,Básico,74.8,0,4.1,Retido,N/A
CLI_11041,Sudeste,Premium,23.8,2,3.4,Churn,2025-06-29
CLI_11042,Centro-Oeste,Básico,122.3,0,3.9,Retido,N/A
CLI_11043,Centro-Oeste,Premium,49.5,1,4.7,Retido,N/A
CLI_11044,Sudeste,Padrão,79.1,1,4.9,Retido,N/A
CLI_11045,Centro-Oeste,Básico,123.0,0,3.6,Retido,N/A
CLI_11046,Nordeste,Básico,121.3,1,4.1,Retido,N/A
CLI_11047,Sul,Padrão,16.8,2,2.2,Churn,2025-08-22
CLI_11048,Sul,Básico,106.4,0,4.5,Retido,N/A
CLI_11049,Centro-Oeste,Premium,72.1,0,4.4,Retido,N/A
CLI_11050,Centro-Oeste,Básico,46.7,1,1.9,Churn,2025-05-10
CLI_11051,Centro-Oeste,Padrão,38.9,1,3.8,Churn,2025-06-10
CLI_11052,Nordeste,Premium,73.2,0,4.2,Retido,N/A
CLI_11053,Sudeste,Premium,92.0,0,4.0,Retido,N/A
CLI_11054,Sul,Básico,114.0,0,5.0,Retido,N/A
CLI_11055,Nordeste,Padrão,15.9,1,2.6,Churn,2025-05-28
CLI_11056,Centro-Oeste,Básico,73.5,0,4.4,Retido,N/A
CLI_11057,Centro-Oeste,Padrão,125.7,0,4.1,Retido,N/A
CLI_11058,Sudeste,Padrão,53.4,1,4.1,Retido,N/A
CLI_11059,Centro-Oeste,Básico,104.3,2,4.4,Retido,N/A
CLI_11060,Centro-Oeste,Premium,140.5,0,3.5,Retido,N/A
CLI_11061,Sudeste,Premium,125.4,0,4.3,Retido,N/A
CLI_11062,Sudeste,Padrão,102.4,0,3.7,Retido,N/A
CLI_11063,Centro-Oeste,Premium,82.7,1,3.7,Retido,N/A
CLI_11064,Centro-Oeste,Padrão,122.5,0,4.1,Retido,N/A
CLI_11065,Nordeste,Básico,91.2,0,4.7,Retido,N/A
CLI_11066,Sudeste,Premium,34.8,0,4.6,Retido,N/A
CLI_11067,Sudeste,Básico,114.1,0,3.7,Retido,N/A
CLI_11068,Sul,Básico,72.4,1,4.8,Retido,N/A
CLI_11069,Norte,Básico,59.5,0,4.6,Retido,N/A
CLI_11070,Nordeste,Premium,52.5,0,3.6,Retido,N/A
CLI_11071,Sudeste,Básico,142.3,1,4.5,Retido,N/A
CLI_11072,Sudeste,Padrão,110.7,0,5.0,Retido,N/A
CLI_11073,Sudeste,Padrão,140.4,0,3.8,Retido,N/A
CLI_11074,Centro-Oeste,Básico,100.4,1,4.4,Retido,N/A
CLI_11075,Norte,Padrão,35.9,1,2.0,Churn,2025-04-29
CLI_11076,Centro-Oeste,Padrão,99.0,0,4.6,Retido,N/A
CLI_11077,Sul,Básico,85.8,1,4.3,Retido,N/A
CLI_11078,Norte,Básico,44.3,0,4.6,Retido,N/A
CLI_11079,Sudeste,Padrão,75.6,1,4.3,Retido,N/A
CLI_11080,Nordeste,Padrão,32.0,1,4.1,Retido,N/A
CLI_11081,Nordeste,Básico,36.4,3,2.0,Churn,2025-06-24
CLI_11082,Sudeste,Premium,37.6,0,4.1,Retido,N/A
CLI_11083,Sudeste,Premium,154.9,0,3.8,Retido,N/A
CLI_11084,Nordeste,Padrão,27.5,1,1.8,Churn,2025-07-31
CLI_11085,Sul,Premium,95.0,0,4.2,Retido,N/A
CLI_11086,Sudeste,Premium,83.2,0,3.7,Retido,N/A
CLI_11087,Sudeste,Premium,48.0,1,3.1,Churn,2025-05-25
CLI_11088,Nordeste,Padrão,38.2,1,3.9,Retido,N/A
CLI_11089,Sudeste,Padrão,70.0,0,3.7,Retido,N/A
CLI_11090,Sudeste,Básico,33.6,0,3.7,Retido,N/A
CLI_11091,Centro-Oeste,Premium,95.9,0,4.9,Retido,N/A
CLI_11092,Sudeste,Premium,108.6,2,3.8,Retido,N/A
CLI_11093,Nordeste,Padrão,35.3,0,3.8,Retido,N/A
CLI_11094,Nordeste,Padrão,7.6,3,1.9,Churn,2025-07-02
CLI_11095,Centro-Oeste,Padrão,55.7,0,4.0,Retido,N/A
CLI_11096,Sul,Premium,127.2,0,3.9,Retido,N/A
CLI_11097,Sul,Premium,42.0,0,4.4,Retido,N/A
CLI_11098,Centro-Oeste,Básico,142.9,0,4.3,Retido,N/A
CLI_11099,Centro-Oeste,Premium,63.7,0,4.0,Retido,N/A
CLI_11100,Sul,Padrão,73.2,0,4.6,Retido,N/A
CLI_11101,Centro-Oeste,Padrão,120.0,0,4.2,Retido,N/A
CLI_11102,Sudeste,Premium,34.9,0,4.4,Retido,N/A
CLI_11103,Sudeste,Premium,126.2,1,3.5,Retido,N/A
CLI_11104,Sudeste,Premium,96.7,0,4.8,Retido,N/A
CLI_11105,Sudeste,Premium,81.5,1,4.3,Retido,N/A
CLI_11106,Sudeste,Premium,39.4,0,3.9,Retido,N/A
CLI_11107,Sudeste,Básico,120.0,1,3.5,Retido,N/A
CLI_11108,Sudeste,Básico,76.1,0,4.3,Retido,N/A
CLI_11109,Sudeste,Básico,66.6,0,4.7,Retido,N/A
CLI_11110,Centro-Oeste,Premium,114.0,0,5.0,Retido,N/A
CLI_11111,Nordeste,Premium,126.4,0,4.7,Retido,N/A
CLI_11112,Centro-Oeste,Básico,81.2,1,4.7,Retido,N/A
CLI_11113,Centro-Oeste,Padrão,23.0,2,2.1,Churn,2025-06-08
CLI_11114,Sudeste,Básico,139.0,0,4.9,Retido,N/A
CLI_11115,Nordeste,Padrão,31.4,0,4.0,Retido,N/A
CLI_11116,Sul,Premium,150.7,1,4.3,Retido,N/A
CLI_11117,Nordeste,Básico,5.9,2,1.9,Churn,2025-07-11
CLI_11118,Sudeste,Premium,17.7,1,3.3,Churn,2025-05-26
CLI_11119,Centro-Oeste,Padrão,117.4,0,3.6,Retido,N/A
CLI_11120,Centro-Oeste,Básico,121.8,0,4.3,Retido,N/A
CLI_11121,Centro-Oeste,Premium,36.5,3,3.3,Churn,2025-08-30
CLI_11122,Centro-Oeste,Premium,114.4,2,4.0,Retido,N/A
CLI_11123,Sudeste,Básico,136.8,0,4.9,Retido,N/A
CLI_11124,Sudeste,Premium,140.9,0,4.9,Retido,N/A
CLI_11125,Sudeste,Básico,34.2,0,4.0,Retido,N/A
CLI_11126,Sudeste,Premium,83.4,0,3.5,Retido,N/A
CLI_11127,Sul,Básico,141.8,1,4.1,Retido,N/A
CLI_11128,Sudeste,Premium,77.6,2,4.5,Retido,N/A
CLI_11129,Sul,Premium,77.8,0,4.0,Retido,N/A
CLI_11130,Sul,Básico,37.6,0,3.8,Retido,N/A
CLI_11131,Sudeste,Premium,132.9,0,4.6,Retido,N/A
CLI_11132,Sudeste,Básico,32.4,0,4.7,Retido,N/A
CLI_11133,Nordeste,Básico,101.6,1,4.7,Retido,N/A
CLI_11134,Sul,Padrão,17.9,1,1.8,Churn,2025-09-01
CLI_11135,Norte,Premium,,2,4.4,Retido,N/A
CLI_11136,Centro-Oeste,Padrão,63.9,0,4.9,Retido,N/A
CLI_11137,Centro-Oeste,Premium,18.1,2,1.7,Churn,2025-08-07
CLI_11138,Nordeste,Padrão,81.6,0,4.2,Retido,N/A
CLI_11139,Centro-Oeste,Padrão,124.9,0,3.9,Retido,N/A
CLI_11140,Sudeste,Básico,35.8,1,3.1,Churn,2025-05-26
CLI_11141,Sul,Premium,45.5,1,3.6,Retido,N/A
CLI_11142,Sul,Básico,93.7,1,4.1,Retido,N/A
CLI_11143,Sudeste,Premium,89.8,1,4.2,Retido,N/A
CLI_11144,Sudeste,Básico,117.7,0,3.6,Retido,N/A
CLI_11145,Sudeste,Padrão,12.5,1,3.3,Churn,2025-06-24
CLI_11146,Sudeste,Premium,142.6,1,4.6,Retido,N/A
CLI_11147,Sul,Básico,27.4,0,4.1,Retido,N/A
CLI_11148,Sudeste,Básico,52.7,1,4.5,Retido,N/A
CLI_11149,Sudeste,Premium,88.1,0,4.2,Retido,N/A
CLI_11150,Sudeste,Básico,96.8,1,4.0,Retido,N/A
CLI_11151,Centro-Oeste,Básico,57.3,0,4.6,Retido,N/A
CLI_11152,Sul,Premium,87.5,99,4.7,Retido,N/A
CLI_11153,Nordeste,Premium,45.5,2,4.7,Retido,N/A
CLI_11154,Nordeste,Básico,30.6,1,2.6,Churn,2025-08-17
